;edit_history_tweet_ids;id;text;withheld;intent
521;['1623396531494846464'];1623396531494846464;"@Chris_H_Politic @mc2mc5 @demdemonz @JulianCastro The symbols you used signify “roughly more than 50%”.

It’s not up to 50% of democrats and has never been.

It also doesn’t reflect at the state level.";;politic
522;['1623396496967340032'];1623396496967340032;"RT @Attiya54298715: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!

#پاکستان_دشمن_فتنہ ht…";;politic
523;['1623396489140621313'];1623396489140621312;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand so you are 14?;;politic
524;['1623396456370511873'];1623396456370511872;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
525;['1623396446350319616'];1623396446350319616;@L0CKERHEAD @LI_politic_guy yeah.;;politic
526;['1623396305669324803'];1623396305669324800;RT @RealDaveCares4u: They say Dave you don’t have a power to do anything but vote! I say well we can vote, just not every four years but li…;;politic
527;['1623396189327486978'];1623396189327486976;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Ok bot;;politic
528;['1623396165512306688'];1623396165512306688;@Rachelle_Hulme ya me too bible thumper politic freak and girl s as youg as my dawther looking for love dont do it for me lol;;politic
529;['1623396158591709184'];1623396158591709184;@o_ebag @LI_politic_guy i was like this and even watched ben shapiro sometimes 💀💀💀💀💀 worst period of my life;;politic
530;['1623396066342187010'];1623396066342187008;I don’t politic;;politic
531;['1623396038185783299'];1623396038185783296;@LI_politic_guy Nah this can't be biden running. RI, as weird and insular as it is would happily vote for biden over any other candidate, even a weird Bloomberg type R nominee;;politic
532;['1623396031164715008'];1623396031164715008;"RT @Asad760: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ 
@Atifrauf…";;politic
533;['1623395993705418753'];1623395993705418752;@SongOfRebellion @LI_politic_guy We aren’t “shoving it down kids throats” were helping them put words to feelings, it’s much better than mentally flailing around and fighting with your inner self. Cope ig 🤷;;politic
534;['1623395918530633732'];1623395918530633728;@politic_animal It's all getting a bit cones hotline - not your idea, but the medal idea.;;politic
535;['1623395808946327553'];1623395808946327552;"RT @WaheedAbbasiSMT: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ ht…";;politic
536;['1623395771126087683'];1623395771126087680;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Ok bot;;politic
537;['1623395731754348544'];1623395731754348544;@SongOfRebellion @LI_politic_guy All these people who are like “they’re grooming kids on the internet into being trans 😡😡🤬🤬” I wasn’t allowed on the internet when I was a kid and always felt wrong being a girl, met cool people on the internet who helped me put words to it. (1);;politic
538;['1623395719171424256'];1623395719171424256;"RT @hamzakhalid968: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!

 #پاکستان_دشمن_فتنہ h…";;politic
539;['1623395630071644162'];1623395630071644160;"RT @khawarmalik240: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
@Atifrauf79
#پاکستان_د…";;politic
540;['1623395599058931712'];1623395599058931712;"@Ernonno29 @AberWhitcomb @Chris_DeWolfe When your community manager whole politic is just ban or mute whenever someone don't agree with you or ask you about serious stuff that make community die. Nobody talks or want to participate. We need a change.

@AberWhitcomb  @icetoad101 @Chris_DeWolfe https://t.co/PICW5Wi1He";;politic
541;['1623395407387557888'];1623395407387557888;@LI_politic_guy I used to mock non-binary people when I was 13 now I identify as a demigirl ..;;politic
542;['1623395238575325184'];1623395238575325184;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand I’m just too real for y’all that’s why they hatin 💯;;politic
543;['1623395217972887552'];1623395217972887552;"RT @WaheedAbbasiSMT: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ ht…";;politic
544;['1623395137891233792'];1623395137891233792;@Sarcasm_politic King🤣🤣🤣;;politic
545;['1623395113744453634'];1623395113744453632;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand I never transitioned. I realized after the group of trans individuals I met during that time was trying to groom children into their bullshit i immediately disassociated myself with the movement and saw it for what it was. The beginning of a slippery slope;;politic
546;['1623394909754359813'];1623394909754359808;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand are you 14;;politic
547;['1623394737343418370'];1623394737343418368;"@LI_politic_guy I relate to this a lot.

I was a stupid kid and made these jokes. As well as using the term ""gay"" as meaning bad. Like ""Man, that sounds so gay.""

I'm glad to know I've grown from that. Though I suspect some Twitter people will still say that makes me bad still.";;politic
548;['1623394643336634374'];1623394643336634368;"@LI_politic_guy Helicopter jokes at 12

Trans by 20

What a funky life so far!";;politic
549;['1623394471617392648'];1623394471617392640;"RT @sax_banana: @LI_politic_guy A lot of us had the edgy ""offensive=funny"" phase. The fact that you cringe at your past self doing that mea…";;politic
550;['1623394429204856832'];1623394429204856832;"@_johnnyreb_ @Stonekettle Apparently you don't. 

Let's start here what body of politic actually writes the laws?";;politic
551;['1623394161494986752'];1623394161494986752;@DogSmuggler @LI_politic_guy Good horsey know your place;;politic
552;['1623393943076458499'];1623393943076458496;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
553;['1623393874507972619'];1623393874507972608;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Ok bot;;politic
554;['1623393812683825158'];1623393812683825152;"RT @Attiya54298715: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!

#پاکستان_دشمن_فتنہ ht…";;politic
555;['1623393805176123392'];1623393805176123392;@mirandadevine Some comments are hilarious. They really believe that Joe is wonderful.......even if you don't do politic , you know he s Obama puppet and from gas price to inflation ,dependancy on foreign countries energy etc etc etc..he s a freaking failure..;;politic
556;['1623393755347800067'];1623393755347800064;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand congrats on your transition;;politic
557;['1623393708392476673'];1623393708392476672;"RT @khawarmalik240: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
@Atifrauf79
#پاکستان_د…";;politic
558;['1623393614519754763'];1623393614519754752;Another aid will be sent too ⭐ i wish we could sent an aid in Syria too but between our countries there isn't any diplomatic relations after Syria recognised Abkhazia and it hurts me so much because i know it's just a dirty politic and not Syrian people's opinion . I love them.. https://t.co/MUPQuxsWzA;;politic
559;['1623393611105665024'];1623393611105665024;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand Yes I’m a transgender man.;;politic
560;['1623393602515906560'];1623393602515906560;"RT @WaheedAbbasiSMT: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ ht…";;politic
561;['1623393582571835393'];1623393582571835392;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand whar;;politic
562;['1623393546236747776'];1623393546236747776;"RT @hamzakhalid968: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!

 #پاکستان_دشمن_فتنہ h…";;politic
563;['1623393424907837440'];1623393424907837440;@nbHyena @SongOfRebellion @LI_politic_guy Better than having an open furry NSFW twitter account to be honest;;politic
564;['1623393386051915776'];1623393386051915776;@LI_politic_guy Not relatable Not transphobic;;politic
565;['1623393361758494723'];1623393361758494720;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand Just like men that think they’re females;;politic
566;['1623393311204556809'];1623393311204556800;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand you have dysphoria?;;politic
567;['1623393242510200835'];1623393242510200832;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand thats crazy bud;;politic
568;['1623392943980572677'];1623392943980572672;"Aug 21, 1885
I am growing politic, deceitful, critical. I’d give all I possess I believe, for my old trusting faith in the universal goodness of all people, in the kindness and charity of human souls.";;politic
569;['1623392872237043716'];1623392872237043712;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
570;['1623392486818283520'];1623392486818283520;@Romandrew12 @LI_politic_guy Aw ur parents never said you can be whatever you want awwwww;;politic
571;['1623392239564226561'];1623392239564226560;Exactly correct,, opposition parties are meant to sustain the fascistic kleptocracy in body politic, small investment in castiesm and communalism,gives boundless fortune to rogues under shield of patriotism or nationalism https://t.co/94TYKdoWha;;politic
572;['1623391914174332928'];1623391914174332928;@DogSmuggler @LI_politic_guy There was no point in saying what Biden said that’s why there was so much confusion in the crowd because the guy is a fucking idiot unless you can give me a full transcript on what the fuck Biden was talking about that actually makes sense;;politic
573;['1623391866694651905'];1623391866694651904;@Shootcci @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand -mental illness defender;;politic
574;['1623391830174752769'];1623391830174752768;RT @Slingshothappy: @Faj873 @LI_politic_guy what if I lit you on fire;;politic
575;['1623391767520284678'];1623391767520284672;"Another weak ""white"" male who needs to be excised from the body politic. https://t.co/BRddbjgw7u";;politic
576;['1623391747190493185'];1623391747190493184;@vapeonmybutt @kaylessty @Faj873 @LI_politic_guy I’m sure you know all about that;;politic
577;['1623391685177745409'];1623391685177745408;RT @2005Cookieboy: @LI_politic_guy I didn’t even know it had anything to do with trans-ness when I was younger, I just thought it was a fun…;;politic
578;['1623391675220361216'];1623391675220361216;@LI_politic_guy i saw my facebook memories and i couldnt help but cringe whenever i saw a post from my 14 year old self talking about lesbians;;politic
579;['1623391628571340801'];1623391628571340800;@LI_politic_guy Joel to the scammer during one of his windows destruction streams;;politic
580;['1623391624028889090'];1623391624028889088;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
581;['1623391557859655684'];1623391557859655680;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand Then you’re a hermaphodite;;politic
582;['1623391543179759616'];1623391543179759616;@L0CKERHEAD @LI_politic_guy Yup same;;politic
583;['1623391513693519874'];1623391513693519872;@L0CKERHEAD @LI_politic_guy RIGHT HERE RIGHT HERE!;;politic
584;['1623391457100054529'];1623391457100054528;@DogSmuggler @LI_politic_guy But I thought I was wasting your time https://t.co/AwpiohaJh8;;politic
585;['1623391326946336776'];1623391326946336768;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
586;['1623391326048755714'];1623391326048755712;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand which mental illness;;politic
587;['1623391281102684162'];1623391281102684160;@disabledvetIMF @LI_politic_guy I think our own parties are manipulated enough. Seriously, go be crazy somewhere else. https://t.co/kf9HttNvhZ;;politic
588;['1623391279760687104'];1623391279760687104;@LI_politic_guy @zurweon I’m glad they got it as a young age and didn’t take it with them into their adulthood;;politic
589;['1623391265109712901'];1623391265109712896;@LI_politic_guy glad y’all grew up, it was uncomfortable saying I was queer amongst peers because of those jokes;;politic
590;['1623391118347104256'];1623391118347104256;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Actually it is too late, you do nothing all day but tweet into an audience of nobody;;politic
591;['1623391095089496067'];1623391095089496064;@Shootcci @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Yeah lol;;politic
592;['1623391087166365712'];1623391087166365696;RT @eiu_enna: Believing that capitalism is inevitable, patriarchy is inevitable, white supremacy is inevitable, prison and etc really produ…;;politic
593;['1623391080048631828'];1623391080048631808;"WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is really a bad person. bc you can do politic.. say ""shit"" whatever, but playing now with life of 40 millions innocents being potentially destroyed by Ru is insane. https://t.co/YJL3d7zHq4";;politic
594;['1623391062130565130'];1623391062130565120;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand There is no correct opinion but mine;;politic
595;['1623391020984442900'];1623391020984442880;@SongOfRebellion @m1_2t @LI_politic_guy Oh my god lmfao say something of value https://t.co/vUKZ1K9VbU;;politic
596;['1623391005578764289'];1623391005578764288;"@dontfollow566 @Shootcci @burntflipflops @DonizeteHeron @LI_politic_guy Wow, really have to discount the other person as being insane wow 

Also I mentioned that too https://t.co/yON4ijH4nD";;politic
597;['1623390987807514624'];1623390987807514624;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand what if you're intersex?;;politic
598;['1623390941070368778'];1623390941070368768;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand I understand mental illness enough to speak on it;;politic
599;['1623390922959364107'];1623390922959364096;"@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand there is no correct opinion. the definition of the word is ""a view or judgment formed about something, not necessarily based on fact or knowledge."" therefore there is no correct or incorrect";;politic
600;['1623390846602346496'];1623390846602346496;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand You sure you not the one who needs mental help? You sound fucking insane mocking children dying just because you don’t like that they’re trans. Get a grip before it’s too late;;politic
601;['1623390714745827328'];1623390714745827328;@MelanyMiku @LI_politic_guy i thought it had something to do with transformers ngl;;politic
602;['1623390640946946052'];1623390640946946048;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand Whatever’s in your pants;;politic
603;['1623390524953468941'];1623390524953468928;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand we can only hope you can someday learn to stop talking about things you have no understanding of;;politic
604;['1623390386398830610'];1623390386398830592;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand whats the right gender;;politic
605;['1623390381961256964'];1623390381961256960;@2005Cookieboy @LI_politic_guy same and then i found out it was a trans thing and then i felt bad;;politic
606;['1623390315041411072'];1623390315041411072;@LI_politic_guy @DogSmuggler If this is relatable, then you’re manipulated by the communist party because you were educated enough to think and learn on your own;;politic
607;['1623390304572153878'];1623390304572153856;@Faj873 @LI_politic_guy You should pretend to be a decent person;;politic
608;['1623390233491283995'];1623390233491283968;@tmjee @Jam79922967 U are talking about technical stuffs, but all these cannot be aproved in china with appropriate politic functions or... u know it;;politic
609;['1623390156047654931'];1623390156047654912;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
610;['1623390066381824010'];1623390066381824000;@LACEdaFlyFellow @Chris_H_Politic @demdemonz @JulianCastro I wish this country was as progressive as Europe or even Canada. It's not. We have to take what progress we can get and work on;;politic
611;['1623389961830469634'];1623389961830469632;@Shootcci @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand All this talk ain’t bringin them dead 14 year olds back;;politic
612;['1623389935012089857'];1623389935012089856;"@16Andyyx @DoodlinMcDraco @ireann15 @LI_politic_guy You didn't address my point.  Neither ""trans women"" nor ""inflatable women"" are women.";;politic
613;['1623389872093294593'];1623389872093294592;@SongOfRebellion @LI_politic_guy So not only were you clearly never fine with it but you bought into bigoted conservative propaganda;;politic
614;['1623389837922537472'];1623389837922537472;Gov. Sarah Huckabee Sanders to unveil sweeping educational reforms, tackling CRT, school choice, teacher wages https://t.co/VVfn2zzimY  - @politic_talks #Politics #Political;;politic
615;['1623389770989576204'];1623389770989576192;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand My “bias” is the correct opinion;;politic
616;['1623389620296622081'];1623389620296622080;@Shootcci @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Make me lol;;politic
617;['1623389581868408852'];1623389581868408832;RT @eiu_enna: Believing that capitalism is inevitable, patriarchy is inevitable, white supremacy is inevitable, prison and etc really produ…;;politic
618;['1623389500905857024'];1623389500905857024;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
619;['1623389462821539840'];1623389462821539840;@mayb1u @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand Yeah that’s why a lot of them bitch about their parents calling them the right gender real supportive!;;politic
620;['1623389441749295112'];1623389441749295104;@LACEdaFlyFellow @Chris_H_Politic @demdemonz @JulianCastro With Fox cementing in 30% solid tight right lies to justify all their crimes it is hard to make headway. Bernie is right about most everything but he can not get more than 15% minority vote. At least his policies can be rolled out slowly.;;politic
621;['1623389429753683969'];1623389429753683968;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand it's hard to realize your biases because of your family's transphobia, but you can do it i believe in you;;politic
622;['1623389361873072128'];1623389361873072128;@LI_politic_guy trans people*;;politic
623;['1623389300904853504'];1623389300904853504;@LI_politic_guy i hope OP doesn't feel too bad. i think all of us did/said pretty shitty stuff around that age. it's really heartwarming to see they've grown though, not everyone grows out of that age:/;;politic
624;['1623389219509903381'];1623389219509903360;@LI_politic_guy i think I said this when I was younger without knowing what it meant because I didn't find out about trans for a while;;politic
625;['1623389121816166402'];1623389121816166400;"@SongOfRebellion @LI_politic_guy You're the ones who have decided children can't know who they are despite the experts, you know trans people, basically unanimously stating they always knew they were trans.

Same shit with sexuality. Nobody makes you gay, you just are.";;politic
626;['1623389098751971328'];1623389098751971328;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Man nobody cares shut your ass up you living failure;;politic
627;['1623389090090459142'];1623389090090459136;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
628;['1623389080149975041'];1623389080149975040;@WeSmokinVon @Shootcci @DHSOffic1al @Romandrew12 @CurseHandsBand @LI_politic_guy then take the newer studies more serious and the older studies less serious;;politic
629;['1623389026261540870'];1623389026261540864;RT @eiu_enna: Believing that capitalism is inevitable, patriarchy is inevitable, white supremacy is inevitable, prison and etc really produ…;;politic
630;['1623388982208782338'];1623388982208782336;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand some people have genuinely understanding and kind families who teach them to be understanding and kind as well, sad you didn't have a family like that;;politic
631;['1623388948843180032'];1623388948843180032;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
632;['1623388898465390593'];1623388898465390592;@Romandrew12 @LI_politic_guy And who is trying to peer pressure you into not being transphobic lmao;;politic
633;['1623388887329406977'];1623388887329406976;@kilicdarogluk You dont love turkey kemal to speak for politic in this moment is no good but for only meter is ploitic no people in turkey.Allaha dua et insanlar icin brak politic.;;politic
634;['1623388805720862720'];1623388805720862720;"RT @sax_banana: @LI_politic_guy A lot of us had the edgy ""offensive=funny"" phase. The fact that you cringe at your past self doing that mea…";;politic
635;['1623388663584268300'];1623388663584268288;"@shadeslimy2 @DoodlinMcDraco @ireann15 @LI_politic_guy my guy , these people are happily living their lives without hurting anyone and it somehow bothers you 
that's kind of a miserable loser trait ngl https://t.co/R1Yrw9lbqy";;politic
636;['1623388631288229888'];1623388631288229888;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
637;['1623388535150485516'];1623388535150485504;@LI_politic_guy Where does Santos go?;;politic
638;['1623388471153795080'];1623388471153795072;@ireann15 @16Andyyx @DoodlinMcDraco @shadeslimy2 @LI_politic_guy You can’t change your gender.;;politic
639;['1623388334654365715'];1623388334654365696;@mayb1u @Shootcci @DHSOffic1al @Romandrew12 @CurseHandsBand @LI_politic_guy That’s why I don’t take them serious;;politic
640;['1623388114797400064'];1623388114797400064;@Shootcci @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Ironic the troon troop is talking about family despising someone;;politic
641;['1623387998900330519'];1623387998900330496;@SongOfRebellion @LI_politic_guy Shut the fuck up, Donny;;politic
642;['1623387983209439232'];1623387983209439232;@L0CKERHEAD @LI_politic_guy very probable ngl but not sure yet;;politic
643;['1623387928993857542'];1623387928993857536;@WeSmokinVon @Shootcci @DHSOffic1al @Romandrew12 @CurseHandsBand @LI_politic_guy theyre saying older sources are less accurate;;politic
644;['1623387913575624705'];1623387913575624704;@SongOfRebellion @LI_politic_guy Shut the fuck up, Donny;;politic
645;['1623387879559798787'];1623387879559798784;RT @RuralLeftie98: @LI_politic_guy Glad I've never been overtly transphobic even as a kid;;politic
646;['1623387813612748800'];1623387813612748800;RT @eiu_enna: Believing that capitalism is inevitable, patriarchy is inevitable, white supremacy is inevitable, prison and etc really produ…;;politic
647;['1623387648944484359'];1623387648944484352;Believing that capitalism is inevitable, patriarchy is inevitable, white supremacy is inevitable, prison and etc really produces reactionaries because how can you commit to a transformative politic when that’s your underlying assumptions anyways;;politic
648;['1623387646884978698'];1623387646884978688;"RT @WaheedAbbasiSMT: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ ht…";;politic
649;['1623387520170860548'];1623387520170860544;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
650;['1623387445646721024'];1623387445646721024;@16Andyyx @DoodlinMcDraco @shadeslimy2 @LI_politic_guy Lol same;;politic
651;['1623387410364272640'];1623387410364272640;@Sarcasm_politic Where's @SupriyaShrinate in the picture;;politic
652;['1623387241405100032'];1623387241405100032;"RT @sax_banana: @LI_politic_guy A lot of us had the edgy ""offensive=funny"" phase. The fact that you cringe at your past self doing that mea…";;politic
653;['1623387206286213121'];1623387206286213120;@Fly4Wi @LI_politic_guy bro she was living rent free in so many dudes heads;;politic
654;['1623387186979545099'];1623387186979545088;"@KeithAr93433268 @407MarisaL80 Immediate access =  Ukraine's politic$ &amp; military have been influence &amp; groomed for years (not just Biden's 1B play to remove a political a player) 

Pay attention to political influence &amp; war machine when defining ""access""

Thanks for the globe check &amp; google search, share tweet";;politic
655;['1623387162308665345'];1623387162308665344;@lubraesruin @HyperionVAL @LI_politic_guy I might try it though, don't have enough time tbh;;politic
656;['1623386840786165761'];1623386840786165760;@WeSmokinVon @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Looks like they didn’t raise you at all. They probably despise your ass;;politic
657;['1623386639950028821'];1623386639950028800;@grievousxoxo @EldritchAbomin4 @LI_politic_guy This is the third fucking time I’ve seen a transphobic account like loli shit, man what the hell;;politic
658;['1623386547692400640'];1623386547692400640;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
659;['1623386485557981184'];1623386485557981184;FLASHBACK: Biden introduced bill to sunset all federal programs — including Social Security https://t.co/0gaXxWAJx6  - @politic_talks #Politics #Political;;politic
660;['1623386478826119168'];1623386478826119168;Republicans jeering during State of the Union is what 'Americans don't want,' White House says https://t.co/KfK1fyDxPS  - @politic_talks #Politics #Political;;politic
661;['1623386471934885888'];1623386471934885888;State of the Union 2023: Border officials take aim at Biden’s 'maddening' remarks on migrant crisis https://t.co/QfnPrGl71e  - @politic_talks #Politics #Political;;politic
662;['1623386464498352129'];1623386464498352128;Lightfoot’s re-election bid in jeopardy as Chicago mayoral challengers see surge in support: poll https://t.co/t51VyjZnnW  - @politic_talks #Politics #Political;;politic
663;['1623386462283595781'];1623386462283595776;@Faj873 @Slingshothappy @LI_politic_guy POTBELLY REFERENCE!!!! https://t.co/fiTDFHBgTZ;;politic
664;['1623386460110856211'];1623386460110856192;@LI_politic_guy Plot twist , he still identifies as an attack helicopter;;politic
665;['1623386457774915584'];1623386457774915584;Kentucky Senate passes measure to cut the state's individual income tax rate https://t.co/I1p4shbogM  - @politic_talks #Politics #Political;;politic
666;['1623386450850086912'];1623386450850086912;Angry Old Man Screams At Americans | Ep. 1664 https://t.co/sLGMiuk9aA  - @politic_talks;;politic
667;['1623386392469315609'];1623386392469315584;@SongOfRebellion @LI_politic_guy And if you know of any children in this category, of that, how many of them do you know of are being forced to engage or practice trans ideology and how has it negatively affected there lives;;politic
668;['1623386378078748673'];1623386378078748672;@SongOfRebellion @LI_politic_guy The man stays at the first draw xd;;politic
669;['1623386372391280640'];1623386372391280640;"RT @WaheedAbbasiSMT: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ ht…";;politic
670;['1623386329810890753'];1623386329810890752;@LI_politic_guy I didn’t even know what a trans person was I just thought saying i identified as an attack helicopter was funny;;politic
671;['1623386248034365440'];1623386248034365440;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
672;['1623386020619206660'];1623386020619206656;@SongOfRebellion @LI_politic_guy How many children do you know of that are being forced to comply with or even acknowledge the trans community, or can you just admit you fell for media propaganda;;politic
673;['1623385937756430338'];1623385937756430336;RT @suicideasuicide: @LI_politic_guy Good reminder that a lot of the edge lords you run across online are literal children and to not take…;;politic
674;['1623385866050895872'];1623385866050895872;@LI_politic_guy @ModerateDemFan i think it was advice, not an accusation;;politic
675;['1623385681316950022'];1623385681316950016;"@LI_politic_guy me but also im autistic and didnt understand the correlation between the joke and transphobia i just thought it was ""lol im a helicopter"" and now im trans";;politic
676;['1623385635330334721'];1623385635330334720;@Shootcci @LI_politic_guy @mayb1u @DHSOffic1al @Romandrew12 @CurseHandsBand Looks like they raised me right;;politic
677;['1623385130801700866'];1623385130801700864;@LI_politic_guy No way, I was literally just thinking about this the other day;;politic
678;['1623385114343342080'];1623385114343342080;@WeSmokinVon @Shootcci @DHSOffic1al @Romandrew12 @CurseHandsBand @LI_politic_guy how would people make whole careers out of their studies if they all were bullshit ?;;politic
679;['1623385111868612620'];1623385111868612608;@LI_politic_guy As you should. As everyone should who did this.;;politic
680;['1623385063978065920'];1623385063978065920;"@LI_politic_guy Weed ,disposable, Cartridges and more mates tap the link to get lock in 💯💯
https://t.co/E3i7reDc0Z";;politic
681;['1623385027118608384'];1623385027118608384;@WeSmokinVon @Shootcci @DHSOffic1al @Romandrew12 @CurseHandsBand @LI_politic_guy but there's genuine proof it is bullshit, and it's common sense, where is the genuine proof majority of studies are falsified? because it would be common sense to believe most studies are what they say they are - studies. with mostly accurate information.;;politic
682;['1623384975344017420'];1623384975344017408;@Sarcasm_politic @AboutIndia the legend is back!;;politic
683;['1623384924664242186'];1623384924664242176;@Tox1c_Goat @BurgerBandit_ @CenturyOG @zandingo_ @BleacherReport @randyjcruz Yo I’m not even gonna politic with u imma just let the stats do the talking 🤣🤣 https://t.co/4OTxgyyUvN;;politic
684;['1623384922961354754'];1623384922961354752;@ireann15 @16Andyyx @DoodlinMcDraco @LI_politic_guy You haven't provided reasons, just delusions.;;politic
685;['1623384822860193794'];1623384822860193792;"RT @literarybase: /LT THE POPPY WAR SERIES: -based on true historical events
-platonic soulmates
-ambitious strong female mc
-corruption, p…";;politic
